time_s,pc_Pa
2.491822563,2605078.938550862
2.493780135,2602065.042185266
2.500022908,2605406.633857179
2.501447772,2602374.117282120
2.552504898,2601338.954136744
2.554488445,2598375.960134504
2.560953206,2601679.621290348
2.562380986,2598683.584054068
2.597661532,2597061.375015262
2.604316636,2594189.253479929
2.606778662,2597435.401935893
2.609535903,2594436.082018787
2.613099366,2597678.312486980
2.615068949,2594672.168033957
2.621713219,2598006.836851955
2.623131837,2594999.466723891
2.650047703,2592974.366024578
2.669865236,2596855.272000066
2.670818637,2593514.432594444
2.673759597,2590157.477638747
2.676755107,2593666.079170838
2.678895089,2590504.232724529
2.683910175,2593885.132154162
2.685511430,2590817.149978138
2.709845988,2594753.278124044
2.710677922,2591785.339259760
2.712543280,2588860.878834735
2.721949280,2592222.428892436
2.723209868,2589270.849526344
2.730462150,2586554.632504486
2.733095532,2589651.021580366
2.735845696,2586760.207872521
2.739742071,2589905.134198497
2.741684752,2586983.794645222
2.749799203,2590290.049390911
2.751144612,2587347.405377777
2.761906392,2584768.951394866
2.764833957,2587875.683845319
2.767301047,2584977.563272085
2.771883288,2588143.185274337
2.773652994,2585221.731400527
2.787295042,2588728.375152004
2.788389094,2585787.144796110
2.792196593,2582951.264292120
2.795253647,2586047.505736556
2.797645411,2583159.532842644
2.802570054,2586323.629323501
2.804284153,2583412.467109752
2.823463819,2587114.193665681
2.824411436,2584180.287076509
2.826878722,2581305.875566277
2.831630075,2584451.171795041
2.833390806,2581552.595573832
2.849303535,2585115.119340150
2.850338810,2582194.993806521
2.853451849,2579354.913787169
2.857066334,2582446.316166603
2.859182619,2579570.856399213
2.865982478,2582778.817502914
2.867468869,2579882.758489901
2.892351692,2577863.410393789
2.908409045,2581545.756475831
2.909432891,2578568.509954244
2.912462410,2575655.289208745
2.916125817,2578812.556634019
2.918211183,2575898.494227992
2.925334050,2579140.078542634
2.926795996,2576233.970780599
2.945165796,2573930.451353353
2.950249513,2577220.496384442
2.951933701,2574241.598550798
2.978160679,2578113.544010847
2.978992906,2575237.644207861
2.980752473,2572397.416914972
3.003177639,2576111.963547585
3.004082584,2573249.745189923
3.006180496,2570432.580609194
3.014152062,2573611.104052356
3.015581491,2570773.707684888
3.027478700,2568314.717564435
3.030835007,2571330.553974743
3.033194659,2568525.324233887
3.039068118,2571623.304444439
3.040719485,2568798.931671917
3.088964709,2570891.913171140
3.089834304,2568069.294020876
3.091713301,2565284.585732814
3.107448048,2568688.746763390
3.108536127,2565879.576037143
3.111783372,2563148.208403535
3.115693915,2566129.454888763
3.117844797,2563361.411463753
3.126034463,2566489.396432272
3.127480882,2563700.118557363
3.138571071,2561248.674114723
3.141923241,2564210.323809486
3.144373846,2561455.266519735
3.150247373,2564497.842634573
3.151942508,2561721.845096936
3.200768016,2563908.998400581
3.201616729,2561132.744954790
3.203360136,2558388.990846315
3.249591113,2561492.052515309
3.250339824,2558730.909394752
3.251701284,2555992.095343549
3.258535273,2553437.257263136
3.261632123,2556326.913715581
3.264395961,2553637.494960538
3.269520120,2556588.410509737
3.271399475,2553874.198995438
3.294713739,2557420.129185528
3.295643716,2554686.118919187
3.297712845,2551991.012603451
3.309559236,2555140.501260251
3.310837246,2552426.891475889
3.315844544,2549835.844648893
3.319148260,2552699.503696917
3.321789072,2550033.987164746
3.327537320,2552971.005611256
3.329327437,2550282.832797202
3.377696764,2553315.973134232
3.378435285,2550617.290623084
3.379736623,2547938.041953512
3.384878266,2545380.539863391
3.388240757,2548209.252221213
3.390898147,2545576.669248585
3.396854984,2548479.217118655
3.398641773,2545825.381527802
3.451423043,2547722.422320377
3.452270182,2545071.899778334
3.453918354,2542446.898548490
3.474070565,2540379.305301392
3.482823968,2543419.585385039
3.484309753,2540730.599862856
3.493618441,2538272.768488821
3.497035878,2541164.000423429
3.499652751,2538496.932169138
3.505895031,2541437.602518853
3.507649807,2538770.530045402
3.570616860,2538454.329589856
3.571764356,2535926.225688403
3.574863734,2533449.642472995
3.580236195,2536150.794748493
3.582245297,2533652.590275024
3.613373202,2537007.332752062
3.614220906,2534502.208822052
3.615804898,2532015.780171395
3.626052245,2529742.353683741
3.629920928,2532398.091921952
3.632480826,2529922.390758671
3.640536508,2532668.570508079
3.642180083,2530184.284035681
3.655112204,2527974.266570420
3.659606735,2530674.043191435
3.661873542,2528170.868384856
3.674301712,2531053.637131514
3.675647125,2528550.566479109
3.680490270,2526131.985264859
3.684350169,2528780.220080944
3.686940414,2526314.784743117
3.694993606,2529045.254326571
3.696650288,2526576.014266895
3.709598067,2524368.722946726
3.714158045,2527071.477290078
3.716416381,2524570.917038947
3.729610992,2527463.665210149
3.730927533,2524970.634683304
3.735347449,2522549.013598411
3.739440042,2525191.070643246
3.741931996,2522735.976973045
3.751301973,2525476.747470823
3.752858238,2523025.433133574
3.761242977,2520722.143410930
3.764995866,2523344.995283495
3.767701159,2520905.945305850
3.775306680,2523589.600835362
3.777034102,2521152.909772221
3.793311808,2519025.684681252
3.799447796,2521840.681073693
3.801316867,2519285.262285263
3.870759226,2519619.965876155
3.871641524,2517231.423324388
3.873278334,2514853.109871670
3.883032584,2512615.003746098
3.887095560,2515204.384782374
3.889685078,2512802.251757768
3.898995601,2515459.597158452
3.900596160,2513076.487779574
3.909179517,2510813.500136801
3.913109637,2513389.661104574
3.915792501,2510999.798926434
3.924370967,2513626.531599915
3.926043208,2511256.256604535
3.936726948,2509035.658097230
3.941000244,2511648.984021270
3.943488371,2509232.761353122
3.954313269,2511936.193583595
3.955808013,2509547.209616403
3.962024094,2507236.196986440
3.965946831,2509789.938836555
3.968670940,2507422.148150312
3.977250598,2510015.491204557
3.978940220,2507673.114825894
3.989661306,2505463.202729367
3.994008674,2508064.024518382
3.996488515,2505662.158569895
4.007970403,2508353.413770009
4.009436539,2505985.964258137
4.015045755,2503679.527426860
4.019121741,2506206.767943140
4.021795557,2503864.716231850
4.031294280,2506430.609238345
4.032923017,2504124.629180469
4.041204758,2501895.497188255
4.045274390,2504410.417909868
4.047970233,2502080.336272222
4.057454079,2504626.706649499
4.059092787,2502336.325844682
4.067422483,2500114.940018474
4.071528812,2502620.939643286
4.074219819,2500299.975713674
4.083958902,2502834.765709864
4.085584664,2500557.832943685
4.093438989,2498337.223196363
4.097546307,2500822.911399909
4.100261381,2498520.446733569
4.110028658,2501025.279294894
4.111663932,2498772.141705842
4.119499834,2496562.742249870
4.123647137,2499030.659433977
4.126362386,2496744.850589159
4.136417485,2499224.633197680
4.138041549,2496995.044833028
4.145431556,2494793.111290572
4.149608357,2497231.778934986
4.152338773,2494972.292222383
4.162619289,2497408.775110980
4.164242165,2495215.263301309
4.171347792,2493028.582173531
4.175579618,2495432.450118055
4.178315617,2493204.253354057
4.189016175,2495586.892025667
4.190627381,2493439.541401091
4.197248366,2491272.033415081
4.201568420,2493627.895618603
4.204303080,2491442.994618602
4.215721827,2493745.554610623
4.217309817,2491666.637791559
4.223258525,2489530.622315536
4.227764272,2491812.941005364
4.230469779,2489695.070050992
4.243640536,2491852.509377979
4.245164663,2489898.073004815
4.249978242,2487828.313522576
4.255122770,2489963.999618096
4.257674566,2487984.307768219
4.282306848,2489590.988820695
4.283502679,2488050.936071406
4.285840754,2486294.918888065
